2023_7_21_164998;78242;18444;7. Urun;25.0
2023_7_21_164998;78242;29414;5. Urun;9.0
2023_7_21_164998;48525;37095;7. Urun;22.0
2023_7_21_824773;80997;89235;4. Urun;17.0
2023_7_21_226274;56477;82781;1. Urun;23.0
2023_7_21_226274;23965;80044;6. Urun;34.0
2023_7_21_226274;36892;46515;9. Urun;43.0
2023_7_21_226274;36892;43993;2. Urun;11.0
2023_7_21_226274;69018;79299;6. Urun;33.0
2023_7_21_226274;48525;38268;6. Urun;46.0
2023_7_21_226274;69018;45466;1. Urun;46.0
2023_7_21_903327;48525;66923;4. Urun;10.0
2023_7_21_903327;48525;99230;9. Urun;32.0
2023_7_21_903327;36892;64188;4. Urun;31.0
2023_7_21_903327;69731;30322;8. Urun;47.0
2023_7_21_903327;80997;55112;2. Urun;9.0
2023_7_21_903327;69018;63261;8. Urun;21.0
2023_7_21_903327;78242;78582;3. Urun;3.0
2023_7_21_903327;23965;36164;4. Urun;29.0
2023_7_21_903327;56477;82781;1. Urun;23.0
2023_7_21_518572;23965;80044;6. Urun;34.0
2023_7_21_518572;48525;99230;9. Urun;32.0
2023_7_21_518572;78242;78582;3. Urun;3.0
2023_7_21_518572;78242;51236;1. Urun;15.0
2023_7_21_759071;48525;37095;7. Urun;22.0
2023_7_21_759071;23965;38442;3. Urun;35.0
2023_7_21_759071;36892;98942;8. Urun;7.0
2023_7_21_436087;80997;89371;1. Urun;39.0
2023_7_21_256708;23965;38001;7. Urun;32.0
2023_7_21_256708;78242;59066;8. Urun;41.0
2023_7_21_256708;36892;16925;5. Urun;3.0
2023_7_21_256708;80997;87925;5. Urun;50.0
2023_7_21_256708;78242;18444;7. Urun;25.0
2023_7_21_917626;69018;86104;5. Urun;25.0
2023_7_21_917626;80997;89371;1. Urun;39.0
2023_7_21_917626;36892;68444;7. Urun;17.0
2023_7_21_917626;69731;70695;7. Urun;25.0
2023_7_21_917626;48525;99230;9. Urun;32.0
2023_7_21_917626;78242;22261;2. Urun;37.0
2023_7_21_108037;48525;44737;1. Urun;16.0
2023_7_21_108037;78242;22261;2. Urun;37.0
2023_7_21_108037;69018;56163;7. Urun;43.0
2023_7_21_108037;69018;68765;9. Urun;46.0
2023_7_21_108037;36892;51142;3. Urun;1.0
2023_7_21_108037;23965;26228;9. Urun;38.0
2023_7_21_108037;23965;42562;5. Urun;2.0
2023_7_21_929773;80997;77161;7. Urun;36.0
2023_7_21_929773;78242;22261;2. Urun;37.0
2023_7_21_929773;78242;78582;3. Urun;3.0
2023_7_21_929773;80997;49082;3. Urun;25.0
2023_7_21_854457;69018;56163;7. Urun;43.0
2023_7_21_854457;69731;69220;9. Urun;47.0
2023_7_21_645480;78242;22261;2. Urun;37.0
2023_7_21_645480;78242;51236;1. Urun;15.0
2023_7_21_645480;80997;55112;2. Urun;9.0
2023_7_21_645480;48525;66923;4. Urun;10.0
2023_7_21_645480;36892;98942;8. Urun;7.0
2023_7_21_645480;95837;62989;9. Urun;3.0
2023_7_21_645480;23965;80044;6. Urun;34.0
2023_7_21_645480;95837;82543;2. Urun;47.0
2023_7_21_348050;80997;55112;2. Urun;9.0
2023_7_21_348050;48525;82504;2. Urun;28.0
2023_7_21_348050;80997;87925;5. Urun;50.0
2023_7_21_348050;78242;22261;2. Urun;37.0
2023_7_21_348050;78242;59066;8. Urun;41.0
2023_7_21_348050;69018;45466;1. Urun;46.0
2023_7_21_348050;69731;48309;5. Urun;40.0
2023_7_21_348050;23965;38442;3. Urun;35.0
2023_7_21_124298;23965;27339;8. Urun;11.0
2023_7_21_124298;36892;64188;4. Urun;31.0
2023_7_21_124298;23965;80044;6. Urun;34.0
2023_7_21_124298;80997;89371;1. Urun;39.0
2023_7_21_114569;36892;43993;2. Urun;11.0
2023_7_21_114569;80997;89235;4. Urun;17.0
2023_7_21_114569;56477;82781;1. Urun;23.0
2023_7_21_114569;23965;26228;9. Urun;38.0
2023_7_21_114569;80997;87925;5. Urun;50.0
2023_7_21_114569;78242;29414;5. Urun;9.0
2023_7_21_351704;36892;51142;3. Urun;1.0
2023_7_21_351704;48525;32043;5. Urun;45.0
2023_7_21_351704;80997;77161;7. Urun;36.0
2023_7_21_351704;23965;27339;8. Urun;11.0
2023_7_21_351704;80997;27004;9. Urun;17.0
2023_7_21_351704;48525;82504;2. Urun;28.0
2023_7_21_351704;48525;66923;4. Urun;10.0
2023_7_21_351704;69731;20269;4. Urun;3.0
2023_7_21_734164;78242;22261;2. Urun;37.0
2023_7_21_734164;80997;87925;5. Urun;50.0
2023_7_21_262738;48525;82504;2. Urun;28.0
2023_7_21_262738;36892;46515;9. Urun;43.0
2023_7_21_262738;69018;85380;2. Urun;45.0
2023_7_21_482287;78242;13006;6. Urun;34.0
2023_7_21_482287;36892;68444;7. Urun;17.0
2023_7_21_482287;48525;99230;9. Urun;32.0
2023_7_21_482287;36892;46515;9. Urun;43.0
2023_7_21_482287;80997;27004;9. Urun;17.0
2023_7_21_482287;69731;91408;3. Urun;12.0
2023_7_21_399848;36892;46515;9. Urun;43.0
2023_7_21_399848;23965;26228;9. Urun;38.0
2023_7_21_399848;48525;37095;7. Urun;22.0
2023_7_21_399848;56477;19136;5. Urun;31.0
2023_7_21_399848;36892;43993;2. Urun;11.0
2023_7_21_399848;23965;42562;5. Urun;2.0
2023_7_21_802476;80997;87925;5. Urun;50.0
2023_7_21_802476;78242;51236;1. Urun;15.0
2023_7_21_802476;80997;77161;7. Urun;36.0
2023_7_21_802476;36892;64188;4. Urun;31.0
2023_7_21_669130;36892;51142;3. Urun;1.0
2023_7_21_669130;48525;82504;2. Urun;28.0
2023_7_21_669130;95837;33629;7. Urun;2.0
2023_7_21_669130;80997;77161;7. Urun;36.0
2023_7_21_295962;48525;44737;1. Urun;16.0
2023_7_21_517028;36892;16925;5. Urun;3.0
2023_7_21_517028;23965;80044;6. Urun;34.0
2023_7_21_517028;48525;57550;8. Urun;28.0
2023_7_21_517028;78242;22261;2. Urun;37.0
2023_7_21_517028;36892;68444;7. Urun;17.0
2023_7_21_517028;95837;45596;1. Urun;18.0
2023_7_21_517028;23965;38001;7. Urun;32.0
2023_7_21_658554;69731;22906;2. Urun;43.0
2023_7_21_658554;78242;59066;8. Urun;41.0
2023_7_21_658554;48525;82504;2. Urun;28.0
2023_7_21_658554;48525;37095;7. Urun;22.0
2023_7_21_313144;95837;45596;1. Urun;18.0
2023_7_21_313144;23965;26228;9. Urun;38.0
2023_7_21_310362;80997;55112;2. Urun;9.0
2023_7_21_310362;80997;87925;5. Urun;50.0
2023_7_21_313316;69018;63261;8. Urun;21.0
2023_7_21_313316;36892;68444;7. Urun;17.0
2023_7_21_313316;78242;78582;3. Urun;3.0
2023_7_21_313316;69018;68765;9. Urun;46.0
2023_7_21_313316;95837;45596;1. Urun;18.0
2023_7_21_313316;23965;83198;1. Urun;20.0
2023_7_21_299265;80997;55112;2. Urun;9.0
2023_7_21_299265;78242;29414;5. Urun;9.0
2023_7_21_299265;69018;79299;6. Urun;33.0
2023_7_21_299265;36892;46515;9. Urun;43.0
2023_7_21_299265;78242;59066;8. Urun;41.0
2023_7_21_299265;36892;51142;3. Urun;1.0
2023_7_21_315594;23965;80044;6. Urun;34.0
2023_7_21_315594;69018;85380;2. Urun;45.0
2023_7_21_315594;95837;99229;4. Urun;37.0
2023_7_21_315594;78242;59066;8. Urun;41.0
2023_7_21_721049;69018;86104;5. Urun;25.0
2023_7_21_721049;95837;45596;1. Urun;18.0
2023_7_21_721049;80997;41355;6. Urun;50.0
2023_7_21_721049;69731;20269;4. Urun;3.0
2023_7_21_378493;69731;20269;4. Urun;3.0
2023_7_21_378493;80997;89371;1. Urun;39.0
2023_7_21_378493;48525;99230;9. Urun;32.0
2023_7_21_378493;78242;29414;5. Urun;9.0
2023_7_21_378493;69018;81347;3. Urun;24.0
2023_7_21_378493;78242;18444;7. Urun;25.0
2023_7_21_378493;36892;64188;4. Urun;31.0
2023_7_21_698847;69731;91408;3. Urun;12.0
2023_7_21_698847;69018;79299;6. Urun;33.0
2023_7_21_698847;23965;38442;3. Urun;35.0
2023_7_21_125089;36892;46515;9. Urun;43.0
2023_7_21_125089;48525;32043;5. Urun;45.0
2023_7_21_125089;69731;69220;9. Urun;47.0
2023_7_21_125089;48525;27614;3. Urun;20.0
2023_7_21_125089;23965;42562;5. Urun;2.0
2023_7_21_125089;78242;29414;5. Urun;9.0
2023_7_21_125089;80997;55112;2. Urun;9.0
2023_7_21_297626;23965;27339;8. Urun;11.0
2023_7_21_928080;69731;91408;3. Urun;12.0
2023_7_21_928080;36892;64188;4. Urun;31.0
2023_7_21_928080;48525;82504;2. Urun;28.0
2023_7_21_928080;36892;51142;3. Urun;1.0
2023_7_21_928080;80997;89235;4. Urun;17.0
2023_7_21_712336;48525;82504;2. Urun;28.0
2023_7_21_712336;78242;51236;1. Urun;15.0
2023_7_21_712336;48525;37095;7. Urun;22.0
2023_7_21_317299;95837;23361;8. Urun;40.0
2023_7_21_317299;80997;77161;7. Urun;36.0
2023_7_21_317299;23965;27339;8. Urun;11.0
2023_7_21_317299;56477;82781;1. Urun;23.0
2023_7_21_317299;36892;43993;2. Urun;11.0
2023_7_21_317299;78242;59066;8. Urun;41.0
2023_7_21_532285;80997;27004;9. Urun;17.0
2023_7_21_313823;48525;27614;3. Urun;20.0
2023_7_21_313823;48525;99230;9. Urun;32.0
2023_7_21_313823;78242;22261;2. Urun;37.0
2023_7_21_313823;36892;46515;9. Urun;43.0
2023_7_21_313823;95837;45596;1. Urun;18.0
2023_7_21_313823;36892;43993;2. Urun;11.0
2023_7_21_313823;48525;82504;2. Urun;28.0
2023_7_21_502491;69018;56163;7. Urun;43.0
2023_7_21_502491;80997;89235;4. Urun;17.0
2023_7_21_502491;23965;80044;6. Urun;34.0
2023_7_21_502491;80997;55112;2. Urun;9.0
2023_7_21_502491;23965;27339;8. Urun;11.0
2023_7_21_502491;23965;38442;3. Urun;35.0
2023_7_21_502491;80997;87925;5. Urun;50.0
2023_7_21_731165;80997;55112;2. Urun;9.0
2023_7_21_731165;78242;23778;9. Urun;50.0
2023_7_21_339826;69731;22906;2. Urun;43.0
2023_7_21_339826;48525;66923;4. Urun;10.0
2023_7_21_339826;48525;32043;5. Urun;45.0
2023_7_21_339826;78242;22261;2. Urun;37.0
2023_7_21_339826;69018;77020;4. Urun;22.0
2023_7_21_339826;48525;37095;7. Urun;22.0
2023_7_21_339826;36892;64188;4. Urun;31.0
2023_7_21_276821;36892;46515;9. Urun;43.0
2023_7_21_276821;78242;78582;3. Urun;3.0
2023_7_21_276821;78242;29414;5. Urun;9.0
2023_7_21_276821;80997;89371;1. Urun;39.0
2023_7_21_276821;36892;68444;7. Urun;17.0
2023_7_21_276821;48525;38268;6. Urun;46.0
2023_7_21_276821;69018;79299;6. Urun;33.0
2023_7_21_276821;36892;98942;8. Urun;7.0
2023_7_21_276821;80997;89235;4. Urun;17.0
2023_7_21_104738;48525;37095;7. Urun;22.0
2023_7_21_104738;56477;82781;1. Urun;23.0
2023_7_21_104738;69731;70695;7. Urun;25.0
2023_7_21_104738;69018;86104;5. Urun;25.0
2023_7_21_875522;48525;38268;6. Urun;46.0
2023_7_21_875522;36892;64188;4. Urun;31.0
2023_7_21_875522;48525;37095;7. Urun;22.0
2023_7_21_875522;78242;23778;9. Urun;50.0
2023_7_21_238135;80997;77161;7. Urun;36.0
2023_7_21_238135;23965;27339;8. Urun;11.0
2023_7_21_238135;69018;86104;5. Urun;25.0
2023_7_21_238135;23965;80044;6. Urun;34.0
2023_7_21_383389;48525;82504;2. Urun;28.0
2023_7_21_383389;48525;38268;6. Urun;46.0
2023_7_21_383389;36892;46515;9. Urun;43.0
2023_7_21_383389;48525;37095;7. Urun;22.0
2023_7_21_383389;69731;69220;9. Urun;47.0
2023_7_21_383389;48525;57550;8. Urun;28.0
2023_7_21_383389;78242;22261;2. Urun;37.0
2023_7_21_383389;69018;77020;4. Urun;22.0
2023_7_21_658039;80997;89235;4. Urun;17.0
2023_7_21_658039;69731;48309;5. Urun;40.0
2023_7_21_658039;23965;26228;9. Urun;38.0
2023_7_21_658039;80997;49082;3. Urun;25.0
2023_7_21_658039;69731;69220;9. Urun;47.0
2023_7_21_658039;78242;29414;5. Urun;9.0
2023_7_21_658039;36892;68444;7. Urun;17.0
2023_7_21_658039;69731;22906;2. Urun;43.0
2023_7_21_683063;80997;55112;2. Urun;9.0
2023_7_21_683063;95837;62989;9. Urun;3.0
2023_7_21_683063;80997;89235;4. Urun;17.0
2023_7_21_683063;48525;37095;7. Urun;22.0
2023_7_21_683063;36892;64188;4. Urun;31.0
2023_7_21_683063;23965;26228;9. Urun;38.0
2023_7_21_924686;23965;38442;3. Urun;35.0
2023_7_21_924686;78242;78582;3. Urun;3.0
2023_7_21_924686;80997;41355;6. Urun;50.0
2023_7_21_924686;69018;63261;8. Urun;21.0
2023_7_21_924686;95837;45596;1. Urun;18.0
2023_7_21_924686;78242;22261;2. Urun;37.0
2023_7_21_173189;95837;85810;6. Urun;27.0
2023_7_21_173189;48525;44737;1. Urun;16.0
2023_7_21_173189;36892;46515;9. Urun;43.0
2023_7_21_173189;23965;80044;6. Urun;34.0
2023_7_21_173189;95837;62989;9. Urun;3.0
2023_7_21_173189;48525;99230;9. Urun;32.0
2023_7_21_454884;78242;29414;5. Urun;9.0
2023_7_21_454884;80997;89235;4. Urun;17.0
2023_7_21_454884;69018;56163;7. Urun;43.0
2023_7_21_454884;48525;99230;9. Urun;32.0
2023_7_21_454884;80997;55112;2. Urun;9.0
2023_7_21_454884;48525;27614;3. Urun;20.0
2023_7_21_508588;23965;12749;2. Urun;9.0
2023_7_21_508588;36892;51142;3. Urun;1.0
2023_7_21_508588;36892;16925;5. Urun;3.0
2023_7_21_508588;80997;41355;6. Urun;50.0
2023_7_21_508588;69731;30322;8. Urun;47.0
2023_7_21_169361;69018;56163;7. Urun;43.0
2023_7_21_169361;69731;69220;9. Urun;47.0
2023_7_21_169361;95837;62989;9. Urun;3.0
2023_7_21_169361;48525;37095;7. Urun;22.0
2023_7_21_169361;78242;18444;7. Urun;25.0
2023_7_21_169361;36892;43993;2. Urun;11.0
2023_7_21_737987;48525;82504;2. Urun;28.0
2023_7_21_737987;80997;87925;5. Urun;50.0
2023_7_21_737987;56477;19136;5. Urun;31.0
2023_7_21_737987;80997;77161;7. Urun;36.0
2023_7_21_737987;95837;85810;6. Urun;27.0
2023_7_21_737987;36892;51142;3. Urun;1.0
2023_7_21_737987;36892;46515;9. Urun;43.0
2023_7_21_460241;78242;51236;1. Urun;15.0
2023_7_21_460241;78242;29414;5. Urun;9.0
2023_7_21_460241;80997;55112;2. Urun;9.0
2023_7_21_754953;80997;55112;2. Urun;9.0
2023_7_21_117759;69731;22906;2. Urun;43.0
2023_7_21_117759;95837;99229;4. Urun;37.0
2023_7_21_117759;80997;27004;9. Urun;17.0
2023_7_21_117759;69018;81347;3. Urun;24.0
2023_7_21_421962;69731;70695;7. Urun;25.0
2023_7_21_421962;23965;38001;7. Urun;32.0
2023_7_21_421962;95837;62989;9. Urun;3.0
2023_7_21_421962;95837;99229;4. Urun;37.0
2023_7_21_421962;80997;87925;5. Urun;50.0
2023_7_21_421962;78242;18444;7. Urun;25.0
2023_7_21_421962;78242;51236;1. Urun;15.0
2023_7_21_421962;48525;66923;4. Urun;10.0
2023_7_21_421962;95837;23361;8. Urun;40.0
2023_7_21_769025;48525;99230;9. Urun;32.0
2023_7_21_769025;48525;44737;1. Urun;16.0
2023_7_21_769025;36892;46515;9. Urun;43.0
2023_7_21_570444;36892;39679;6. Urun;41.0
2023_7_21_570444;80997;87925;5. Urun;50.0
2023_7_21_570444;80997;89371;1. Urun;39.0
2023_7_21_570444;78242;59066;8. Urun;41.0
2023_7_21_570444;48525;99230;9. Urun;32.0
2023_7_21_570444;69018;81347;3. Urun;24.0
2023_7_21_869218;56477;74400;3. Urun;4.0
2023_7_21_869218;36892;68444;7. Urun;17.0
2023_7_21_869218;36892;46515;9. Urun;43.0
2023_7_21_869218;69018;79299;6. Urun;33.0
2023_7_21_869218;69731;70695;7. Urun;25.0
2023_7_21_555778;78242;78582;3. Urun;3.0
2023_7_21_555778;23965;12749;2. Urun;9.0
2023_7_21_555778;36892;46515;9. Urun;43.0
2023_7_21_555778;36892;43993;2. Urun;11.0
2023_7_21_555778;80997;89235;4. Urun;17.0
2023_7_21_555778;78242;59066;8. Urun;41.0
2023_7_21_555778;36892;51142;3. Urun;1.0
2023_7_21_581480;23965;83198;1. Urun;20.0
2023_7_21_581480;80997;87925;5. Urun;50.0
2023_7_21_581480;36892;46515;9. Urun;43.0
2023_7_21_581480;48525;32043;5. Urun;45.0
2023_7_21_978294;36892;43993;2. Urun;11.0
2023_7_21_978294;48525;99230;9. Urun;32.0
2023_7_21_978294;80997;89235;4. Urun;17.0
2023_7_21_978294;69731;69220;9. Urun;47.0
2023_7_21_978294;36892;68444;7. Urun;17.0
2023_7_21_978294;48525;32043;5. Urun;45.0
2023_7_21_978294;78242;22261;2. Urun;37.0
2023_7_21_978294;80997;49082;3. Urun;25.0
2023_7_21_978294;36892;22961;1. Urun;36.0
2023_7_21_489014;36892;16925;5. Urun;3.0
2023_7_21_178555;80997;41355;6. Urun;50.0
2023_7_21_178555;23965;80044;6. Urun;34.0
2023_7_21_178555;36892;46515;9. Urun;43.0
2023_7_21_178555;78242;29414;5. Urun;9.0
2023_7_21_178555;48525;66923;4. Urun;10.0
2023_7_21_178555;48525;99230;9. Urun;32.0
2023_7_21_178555;69018;77020;4. Urun;22.0
2023_7_21_178555;80997;55112;2. Urun;9.0
2023_7_21_886573;36892;68444;7. Urun;17.0
2023_7_21_886573;95837;85810;6. Urun;27.0
2023_7_21_886573;48525;37095;7. Urun;22.0
2023_7_21_886573;48525;44737;1. Urun;16.0
2023_7_21_785289;78242;29414;5. Urun;9.0
2023_7_21_785289;69018;45466;1. Urun;46.0
2023_7_21_785289;80997;87925;5. Urun;50.0
2023_7_21_785289;48525;32043;5. Urun;45.0
2023_7_21_785289;95837;62989;9. Urun;3.0
2023_7_21_785289;69018;81347;3. Urun;24.0
2023_7_21_420063;23965;12749;2. Urun;9.0
2023_7_21_420063;36892;51142;3. Urun;1.0
2023_7_21_420063;80997;71376;8. Urun;35.0
2023_7_21_420063;69018;68765;9. Urun;46.0
2023_7_21_464909;69731;48309;5. Urun;40.0
2023_7_21_464909;78242;29414;5. Urun;9.0
2023_7_21_464909;36892;43993;2. Urun;11.0
2023_7_21_464909;48525;44737;1. Urun;16.0
2023_7_21_464909;23965;26228;9. Urun;38.0
2023_7_21_464909;36892;46515;9. Urun;43.0
2023_7_21_464909;80997;89371;1. Urun;39.0
2023_7_21_464909;23965;80044;6. Urun;34.0
2023_7_21_697345;80997;87925;5. Urun;50.0
2023_7_21_697345;48525;37095;7. Urun;22.0
2023_7_21_697345;36892;68444;7. Urun;17.0
2023_7_21_697345;36892;39679;6. Urun;41.0
2023_7_21_697345;69018;68765;9. Urun;46.0
2023_7_21_335260;48525;38268;6. Urun;46.0
2023_7_21_335260;78242;29414;5. Urun;9.0
2023_7_21_335260;69731;69220;9. Urun;47.0
2023_7_21_874084;80997;89235;4. Urun;17.0
2023_7_21_874084;69731;48309;5. Urun;40.0
2023_7_21_874084;36892;68444;7. Urun;17.0
2023_7_21_874084;80997;55112;2. Urun;9.0
2023_7_21_874084;80997;27004;9. Urun;17.0
2023_7_21_764514;69731;22906;2. Urun;43.0
2023_7_21_764514;69731;69220;9. Urun;47.0
2023_7_21_764514;36892;51142;3. Urun;1.0
2023_7_21_375847;78242;13006;6. Urun;34.0
2023_7_21_375847;23965;38001;7. Urun;32.0
2023_7_21_375847;48525;32043;5. Urun;45.0
2023_7_21_375847;69018;68765;9. Urun;46.0
2023_7_21_375847;69018;63261;8. Urun;21.0
2023_7_21_375847;36892;46515;9. Urun;43.0
2023_7_21_375847;48525;44737;1. Urun;16.0
2023_7_21_375847;69731;91408;3. Urun;12.0
2023_7_21_446417;48525;37095;7. Urun;22.0
2023_7_21_446417;48525;66923;4. Urun;10.0
2023_7_21_446417;36892;51142;3. Urun;1.0
2023_7_21_446417;48525;99230;9. Urun;32.0
2023_7_21_446417;69018;81347;3. Urun;24.0
2023_7_21_520883;69731;69220;9. Urun;47.0
2023_7_21_520883;23965;27339;8. Urun;11.0
2023_7_21_520883;23965;12749;2. Urun;9.0
2023_7_21_520883;69018;81347;3. Urun;24.0
2023_7_21_520883;23965;38001;7. Urun;32.0
2023_7_21_368944;69018;63261;8. Urun;21.0
2023_7_21_368944;36892;64188;4. Urun;31.0
2023_7_21_368944;69018;79299;6. Urun;33.0
2023_7_21_368944;48525;38268;6. Urun;46.0
2023_7_21_765821;80997;55112;2. Urun;9.0
2023_7_21_146831;69018;63261;8. Urun;21.0
2023_7_21_146831;48525;32043;5. Urun;45.0
2023_7_21_146831;80997;87925;5. Urun;50.0
2023_7_21_146831;69018;68765;9. Urun;46.0
2023_7_21_146831;23965;38001;7. Urun;32.0
2023_7_21_904579;69018;85380;2. Urun;45.0
2023_7_21_904579;23965;26228;9. Urun;38.0
2023_7_21_904579;80997;89235;4. Urun;17.0
2023_7_21_904579;48525;44737;1. Urun;16.0
2023_7_21_904579;69731;80087;1. Urun;22.0
2023_7_21_904579;80997;41355;6. Urun;50.0
2023_7_21_904579;78242;22261;2. Urun;37.0
2023_7_21_904579;48525;66923;4. Urun;10.0
2023_7_21_904579;23965;12749;2. Urun;9.0
2023_7_21_271990;36892;16925;5. Urun;3.0
2023_7_21_585270;48525;82504;2. Urun;28.0
2023_7_21_585270;69731;69220;9. Urun;47.0
2023_7_21_407381;78242;29414;5. Urun;9.0
2023_7_21_407381;80997;89235;4. Urun;17.0
2023_7_21_407381;48525;57550;8. Urun;28.0
2023_7_21_407381;48525;99230;9. Urun;32.0
2023_7_21_407381;95837;85810;6. Urun;27.0
2023_7_21_496753;80997;89371;1. Urun;39.0
2023_7_21_496753;48525;82504;2. Urun;28.0
2023_7_21_496753;78242;59066;8. Urun;41.0
2023_7_21_496753;80997;87925;5. Urun;50.0
2023_7_21_496753;36892;46515;9. Urun;43.0
2023_7_21_496753;69018;79299;6. Urun;33.0
2023_7_21_290630;56477;82781;1. Urun;23.0
2023_7_21_290630;69731;20269;4. Urun;3.0
2023_7_21_290630;80997;27004;9. Urun;17.0
2023_7_21_290630;69731;69220;9. Urun;47.0
2023_7_21_290630;80997;89371;1. Urun;39.0
2023_7_21_290630;36892;46515;9. Urun;43.0
2023_7_21_290630;23965;80044;6. Urun;34.0
2023_7_21_343218;69018;63261;8. Urun;21.0
2023_7_21_299928;23965;27339;8. Urun;11.0
2023_7_21_239023;36892;43993;2. Urun;11.0
2023_7_21_239023;48525;99230;9. Urun;32.0
2023_7_21_239023;48525;32043;5. Urun;45.0
2023_7_21_239023;80997;87925;5. Urun;50.0
2023_7_21_239023;80997;89235;4. Urun;17.0
2023_7_21_239023;69731;70695;7. Urun;25.0
2023_7_21_239023;36892;46515;9. Urun;43.0
2023_7_21_239023;36892;68444;7. Urun;17.0
2023_7_21_239023;80997;77161;7. Urun;36.0
2023_7_21_321434;48525;99230;9. Urun;32.0
2023_7_21_321434;36892;51142;3. Urun;1.0
2023_7_21_321434;95837;23361;8. Urun;40.0
2023_7_21_321434;69018;79299;6. Urun;33.0
2023_7_21_321434;69018;86104;5. Urun;25.0
2023_7_21_321434;36892;46515;9. Urun;43.0
2023_7_21_321434;69018;81347;3. Urun;24.0
2023_7_21_468252;36892;43993;2. Urun;11.0
2023_7_21_160829;78242;78582;3. Urun;3.0
2023_7_21_160829;48525;66923;4. Urun;10.0
2023_7_21_856565;69018;79299;6. Urun;33.0
2023_7_21_856565;69731;48309;5. Urun;40.0
2023_7_21_856565;78242;29414;5. Urun;9.0
2023_7_21_856565;80997;55112;2. Urun;9.0
2023_7_21_856565;69731;70695;7. Urun;25.0
2023_7_21_856565;69018;56163;7. Urun;43.0
2023_7_21_856565;36892;46515;9. Urun;43.0
2023_7_21_522264;56477;56053;6. Urun;3.0
2023_7_21_522264;48525;37095;7. Urun;22.0
2023_7_21_627446;36892;64188;4. Urun;31.0
2023_7_21_627446;23965;26228;9. Urun;38.0
2023_7_21_627446;80997;55112;2. Urun;9.0
2023_7_21_627446;69731;20269;4. Urun;3.0
2023_7_21_627446;78242;78582;3. Urun;3.0
2023_7_21_627446;48525;99230;9. Urun;32.0
2023_7_21_714378;80997;55112;2. Urun;9.0
2023_7_21_714378;78242;59066;8. Urun;41.0
2023_7_21_679565;23965;83198;1. Urun;20.0
2023_7_21_216060;80997;41355;6. Urun;50.0
2023_7_21_216060;80997;55112;2. Urun;9.0
2023_7_21_216060;95837;14691;5. Urun;21.0
2023_7_21_216060;78242;29414;5. Urun;9.0
2023_7_21_216060;80997;89371;1. Urun;39.0
2023_7_21_386708;78242;29414;5. Urun;9.0
2023_7_21_386708;23965;42562;5. Urun;2.0
2023_7_21_386708;36892;46515;9. Urun;43.0
2023_7_21_780323;95837;45596;1. Urun;18.0
2023_7_21_569767;69018;77020;4. Urun;22.0
